x,y,Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),code,ref_code
432.123799218,0.000754742728157,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
451.963760587939,0.000516644040879,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
471.803721957878,0.000356091009743,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
491.643683327817,0.000225756144559,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
511.483644697755,0.000107625846356,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
531.323606067694,3.27504134239354E-05,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
551.163567437633,5.86245622634892E-06,Magnesium (mg/d),2015,Canada excluding territories,Male,9-13,4,242
37.955202069189,1.70753414965442E-06,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
66.0037132730554,1.50704890419574E-05,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
94.0522244769217,8.14658324413782E-05,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
122.100735680788,0.000285269412713,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
150.149246884654,0.000701521769957,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
178.197758088521,0.001323622025858,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
206.246269292387,0.002063422165529,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
234.294780496253,0.002789134536542,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
262.34329170012,0.003366852710234,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
290.391802903986,0.003702883281944,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
318.440314107853,0.003762668661295,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
346.488825311719,0.003567504186272,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
374.537336515585,0.0031841003296,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
402.585847719452,0.002698220384731,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
430.634358923318,0.0021882920057,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
458.682870127184,0.001711520614363,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
486.731381331051,0.001299841213493,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
514.779892534917,0.000961517322659,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
542.828403738783,0.000690545433587,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
570.87691494265,0.000481318389487,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
598.925426146516,0.000330963250603,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
626.973937350382,0.000229973567686,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
655.022448554249,0.000149313110509,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
683.070959758115,7.32588533166167E-05,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
711.119470961982,2.27476223661227E-05,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
739.167982165848,4.11175410914512E-06,Magnesium (mg/d),2015,Canada excluding territories,Male,19 and over,16,254
22.6855070530266,2.41985122611785E-06,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
42.9563359665522,2.07628025133426E-05,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
63.2271648800778,0.000109951312881,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
83.4979937936034,0.000379499080804,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
103.768822707129,0.000922193311546,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
124.039651620655,0.001729343452569,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
144.31048053418,0.002705901912265,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
164.581309447706,0.003696085771249,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
184.852138361231,0.004505762180318,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
205.122967274757,0.004985085386059,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
225.393796188283,0.005097062003859,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
245.664625101808,0.004898028559105,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
265.935454015334,0.004463841453325,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
286.206282928859,0.003863175945408,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
306.477111842385,0.003179676061712,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
326.747940755911,0.002506430567318,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
347.018769669436,0.001912566358104,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
367.289598582962,0.001422517844277,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
387.560427496487,0.001030191731624,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
407.831256410013,0.000727560218415,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
428.102085323539,0.000509346941932,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
448.372914237064,0.000353127255068,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
468.64374315059,0.000219747639455,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
488.914572064115,0.000102589552808,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
509.185400977641,3.10097732851803E-05,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
529.456229891167,5.6074879899324E-06,Magnesium (mg/d),2015,Canada excluding territories,Female,71 and over,15,253
38.7884467587157,1.74131116177671E-06,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
66.4532539367653,1.51362398267944E-05,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
94.118061114815,8.05539009524478E-05,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
121.782868292865,0.000278159778002,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
149.447675470914,0.000676477651979,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
177.112482648964,0.001272313602501,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
204.777289827014,0.001996154748538,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
232.442097005063,0.002727993536199,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
260.106904183113,0.003328027559187,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
287.771711361162,0.003698248618343,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
315.436518539212,0.00380119434187,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
343.101325717262,0.003645833049253,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
370.766132895311,0.003288071803118,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
398.430940073361,0.00281407162846,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
426.095747251411,0.002299949455027,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
453.76055442946,0.001799924527109,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
481.42536160751,0.001358600791237,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
509.09016878556,0.001002412977016,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
536.754975963609,0.000726438846154,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
564.419783141659,0.000512905946764,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
592.084590319708,0.000355041596375,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
619.749397497758,0.000245232451564,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
647.414204675808,0.000155696977861,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
675.079011853857,7.45919685279878E-05,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
702.743819031907,2.286784797008E-05,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
730.408626209957,4.12681373013102E-06,Magnesium (mg/d),2015,Canada excluding territories,Male,51-70,12,250
45.3902624844872,2.34245622633317E-06,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
64.5749850850352,1.99138054705496E-05,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
83.7597076855832,0.000103894527218,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
102.944430286131,0.000353627473971,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
122.129152886679,0.000855260348003,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
141.313875487227,0.00161266657057,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
160.498598087775,0.002548838397995,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
179.683320688323,0.003532879335065,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
198.868043288871,0.004423557151433,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
218.052765889419,0.005093290892269,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
237.237488489967,0.005429213990654,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
256.422211090515,0.005366196198298,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
275.606933691063,0.004936967246293,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
294.791656291611,0.004277848966257,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
313.976378892159,0.003545013821873,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
333.161101492707,0.002835853900006,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
352.345824093255,0.002193412120073,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
371.530546693803,0.001640869969978,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
390.715269294351,0.001188162556509,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
409.899991894899,0.000836563719881,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
429.084714495447,0.000582123822514,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
448.269437095995,0.000399072028089,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
467.454159696543,0.000244801774245,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
486.638882297091,0.0001128518301,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
505.823604897639,3.37237282217583E-05,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
525.008327498187,6.01521511674435E-06,Magnesium (mg/d),2015,Canada excluding territories,Female,14-18,7,245
63.348961144324,2.40575359075414E-06,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
83.4143067257092,2.11046846183144E-05,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
103.479652307094,0.000112777903793,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
123.54499788848,0.000388433884976,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
143.610343469865,0.000938900700948,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
163.67568905125,0.001755257769984,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
183.741034632635,0.002746438136029,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
203.80638021402,0.003759063114981,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
223.871725795406,0.004604733989489,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
243.937071376791,0.005130695270437,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
264.002416958176,0.005268009834212,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
284.067762539561,0.005038126950024,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
304.133108120946,0.004533425186694,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
324.198453702332,0.003870551130126,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
344.263799283717,0.003149869632159,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
364.329144865102,0.00245633451855,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
384.394490446487,0.001859169708865,Magnesium (mg/d),2015,Canada excluding territories,Female,31-50,11,249
